True Solar,True Wind,Predicted Mean Solar,Predicted Mean Wind,Predicted Std. Dev. Solar,Predicted Std. Dev. Wind
0.48278576,0.07997046,0.5750538,0.06507845,0.09409209,0.063062355
0.45701998,0.08355577,0.55668646,0.0645179,0.09391239,0.06241359
0.430439,0.0777962,0.53698575,0.06372631,0.09352024,0.0616956
0.40287226,0.08656719,0.51605064,0.06280982,0.09302864,0.060914144
0.37568474,0.09857205,0.49309486,0.06288045,0.092498064,0.060639128
0.346649,0.089313194,0.46712285,0.06534892,0.092057124,0.061369754
0.31667927,0.08482217,0.44171342,0.06640097,0.091810994,0.06139407
0.28580475,0.08456927,0.41484997,0.06715856,0.09152917,0.06125807
0.25448915,0.088310815,0.38498297,0.067643434,0.09114022,0.06094286
0.22269581,0.07902199,0.35445324,0.068118,0.090811685,0.06061581
0.18980323,0.082709804,0.3238328,0.06666493,0.09008507,0.059590604
0.15824467,0.062392045,0.29189506,0.06451674,0.089305,0.058120355
0.12768632,0.061422057,0.25976032,0.05923848,0.08791142,0.055387028
0.09894025,0.04670437,0.22638732,0.053459257,0.0861299,0.052236337
0.073254175,0.039062,0.18976234,0.04689145,0.08391903,0.048512492
0.051121276,0.038279075,0.1538393,0.04012089,0.08127933,0.04463374
0.033828553,0.029619098,0.11932187,0.03404678,0.07761461,0.0410325
0.022410724,0.022787644,0.08683049,0.027458947,0.07218334,0.037260666
0.017152768,0.018790418,0.05815652,0.020996828,0.06538151,0.03347122
0.011339857,0.016094938,0.036259033,0.015838979,0.057072822,0.029975293
0.0018763875,0.012153365,0.022053499,0.012782786,0.049250133,0.028013773
0.0,0.009197599,0.014981509,0.011130312,0.04539676,0.026925206
0.0,0.0061592543,0.011035018,0.010178637,0.043871596,0.026265604
0.0,0.005044693,0.008960678,0.009654476,0.0434949,0.02585551
0.0,0.0034077198,0.008827977,0.009136686,0.043405034,0.025592035
0.0,0.003114313,0.009199385,0.008535056,0.04341277,0.025424752
0.0,0.0020717806,0.009537732,0.007966771,0.043420047,0.025314666
0.0,0.0015488216,0.009914555,0.0073617566,0.043459095,0.025259549
0.0,0.0011819021,0.010109705,0.0069117337,0.043523945,0.025177572
0.0,0.0012154917,0.0102102375,0.0065548783,0.043579824,0.025096983
0.0,0.0011230396,0.010017511,0.006375852,0.043585096,0.025076592
0.0,0.0011276212,0.009796835,0.006268462,0.04357467,0.02507094
0.0,0.001017607,0.009836847,0.0061362446,0.04359801,0.025064612
0.0,0.0010846087,0.009689603,0.0060722083,0.043588627,0.025058325
