True Solar,True Wind,Predicted Solar,Predicted Wind
0.2926055,0.0042951102,0.24937126,1.982082e-05
0.32244152,0.0053069703,0.37416017,0.001172404
0.35214803,0.0060721585,0.42046505,0.0029276533
0.38132998,0.0073870565,0.45467946,0.0053524384
0.40926298,0.009217064,0.48255986,0.007118864
0.436358,0.010502376,0.50406986,0.008581785
0.462777,0.011851902,0.52339345,0.010945516
0.488628,0.014919976,0.54105264,0.013350714
0.51263577,0.0153788095,0.55881697,0.015620172
0.53483397,0.017064417,0.5757559,0.017507242
0.5550675,0.01851619,0.59061265,0.01906376
0.57474077,0.025533512,0.6036718,0.0204252
0.593206,0.024976626,0.61639285,0.022408739
0.61081576,0.02854964,0.62942356,0.027030809
0.62783074,0.030636681,0.64234644,0.03076087
0.6439345,0.033824105,0.65592176,0.035246607
0.6594315,0.03686961,0.66968817,0.03994121
0.67284477,0.041853305,0.68360174,0.044634297
0.68530023,0.04280196,0.69623494,0.05019789
0.6963847,0.04831644,0.7081802,0.05496236
0.7060928,0.050959513,0.71952343,0.060175993
0.715231,0.064807706,0.72917217,0.065827824
0.72323596,0.06619189,0.73685974,0.072823785
0.72971773,0.07120714,0.74334514,0.07879014
0.73513424,0.07447664,0.7488823,0.08515443
0.7392623,0.07998494,0.7537396,0.0914106
0.742616,0.09056212,0.75758415,0.09697997
0.74629796,0.095435776,0.76062727,0.102606855
0.7474993,0.102522,0.76417094,0.10805358
0.7472343,0.1051264,0.7659619,0.113402754
0.7456125,0.10747604,0.7661105,0.120045744
0.74256825,0.119439155,0.7648456,0.12470047
0.74100876,0.12962556,0.7620366,0.13085097
0.7364905,0.13610043,0.75874037,0.13695022
0.73005223,0.13928327,0.75458795,0.14135286
0.722446,0.14119667,0.7492883,0.14669177
0.7126982,0.1552376,0.7423693,0.15079436
0.7024985,0.1562983,0.732502,0.15616162
0.69108623,0.1536574,0.7226626,0.16028872
0.6787005,0.16185394,0.71218044,0.16229016
0.6656915,0.17199793,0.700273,0.16632171
0.65085477,0.1722203,0.68841004,0.16957337
0.6350765,0.17200978,0.67546576,0.1709566
0.61817646,0.16554746,0.66119504,0.17117774
0.6000052,0.1748996,0.6447062,0.17032018
0.581153,0.16379513,0.6260008,0.16882737
0.56071,0.16184518,0.6066228,0.16639574
0.5395435,0.1676187,0.5863706,0.16311282
0.5168715,0.17216814,0.5659619,0.159244
0.49258897,0.16299787,0.5447249,0.15494521
0.46617898,0.17148852,0.52328825,0.15041284
0.4388795,0.16998614,0.49993977,0.14557463
0.41076875,0.1567849,0.47472772,0.14100824
0.3822955,0.12521802,0.4470851,0.13435619
0.35279024,0.11936434,0.4121738,0.11646807
0.32162973,0.104912065,0.38082552,0.09964646
0.29018652,0.09482728,0.35026938,0.08435692
0.2579925,0.08116184,0.3201187,0.07098445
0.22561964,0.07690248,0.29128727,0.06054804
0.19323476,0.063340925,0.2634993,0.052743416
0.16051178,0.052710254,0.2365203,0.045385074
0.12934469,0.04424641,0.20885916,0.03796805
0.1002023,0.03803039,0.18268888,0.030059215
0.07405325,0.033131257,0.1571227,0.023022102
0.05153485,0.026539106,0.13175955,0.01581211
0.03395015,0.02286805,0.10678229,0.011019706
0.02233874,0.017379943,0.082149565,0.008986285
0.017033773,0.015625235,0.05890527,0.006807461
0.011240432,0.011432762,0.036406126,0.005075182
0.00184998,0.008727961,0.018365202,0.002834425
0.0,0.007205147,0.0052361945,0.0007667602
0.0,0.005262592,-0.0009175567,0.0014356251
0.0,0.004626053,-0.005023431,0.0017283524
0.0,0.0037120662,-0.004752764,0.0013073109
0.0,0.003225479,-0.0037894547,0.0009079628
0.0,0.0024680707,-0.0028906176,0.0005930418
0.0,0.0018283364,-0.0025489838,0.0003535273
0.0,0.0017127695,-0.0024202939,0.00022765735
0.0,0.001423055,-0.0023533567,0.0001359503
0.0,0.00121576,-0.0026077689,0.00026953538
0.0,0.0011529172,-0.002961429,0.00039989938
0.0,0.0013549486,-0.0030860335,0.0002841278
0.0,0.0009949898,-0.003524146,0.00036873794
0.0,0.0009843078,-0.0037363693,0.00022810066
0.0,0.0009064143,-0.004043817,0.00018320898
0.0,0.00085026986,-0.004432669,0.00019976578
0.0,0.0012050436,-0.004780691,0.00019460474
0.0,0.0012074675,-0.005315798,0.00031189737
0.0,0.0011164206,-0.00571079,0.0003361205
0.0,0.0011721556,-0.0059328726,0.00023270452
0.0,0.0012083707,-0.0061130337,0.000121935365
0.0,0.0012499456,-0.0062780827,2.7100772e-05
0.0,0.0013951422,-0.006442554,-4.7707854e-05
0.0,0.001511065,-0.0066318046,-0.00010072136
0.0,0.0016378348,-0.0070486334,7.125633e-05
0.0,0.001702693,-0.007262595,9.922517e-05
0.0,0.0013146413,-0.007323187,4.362106e-06
0.0,0.001457097,-0.0073766694,-0.00010647211
0.0,0.0014073577,-0.0074595823,-0.00019298153
0.0,0.0016283232,-0.0075197206,-0.0002687459
0.0,0.0014470973,-0.0075299153,-0.00032368719
0.0,0.0016433191,-0.007521931,-0.00035363666
0.0,0.0016682278,-0.0075005665,-0.00036793627
0.0,0.0014129312,-0.0074790777,-0.00037043748
0.0,0.0014469423,-0.0074415826,-0.00036634202
0.0,0.001426899,-0.0074312263,-0.00037881147
0.0,0.001274592,-0.0072489046,-0.00048094228
0.0,0.0011710929,-0.0067868386,-0.0007645066
0.0,0.001169362,-0.0066414597,-0.00071197294
0.0,0.0011834758,-0.0065550017,-0.000604067
0.0,0.0012157112,-0.0065010036,-0.00050492544
0.0,0.0010511824,-0.0065430934,-0.0004610302
0.0,0.000964526,-0.006165964,-0.0006977018
0.0,0.0008321118,-0.0058334074,-0.00075692567
0.0,0.00096742524,-0.005667663,-0.0006398811
0.0,0.0009124776,-0.0055063087,-0.00050731277
0.0,0.0007361806,-0.00530862,-0.000456406
0.0,0.0007556216,-0.0048843725,-0.0006628028
0.0,0.00076884084,-0.0046910173,-0.0005795551
0.0,0.0006780036,-0.0044676554,-0.00044871122
0.0,0.0006345402,-0.003997586,-0.000559643
0.0,0.0005008096,-0.0036372892,-0.00052271865
0.0,0.00055440405,-0.0034104378,-0.00034505528
0.0,0.0004957858,-0.0033061483,-0.00020931465
0.0,0.00046153704,-0.0027980937,-0.00036404823
0.0,0.000428966,-0.0023973337,-0.00034909789
0.0,0.00053167815,-0.001984305,-0.00016900242
0.0,0.0004686057,-0.0015136895,5.029494e-05
0.0,0.0004735464,-0.0010617936,0.00028479073
0.0,0.0005519982,-0.0007058238,0.00045344973
0.0,0.0005268737,-0.00023744356,0.00060893164
0.0019442238,0.00061490835,0.0046045473,0.00074958924
0.0119790295,0.0005686573,0.013153012,0.00040853364
0.01798437,0.00058739184,0.025573969,-0.00027328878
0.023950776,0.0006172285,0.046142176,-0.0019693996
0.03590485,0.00077340123,0.06649924,-0.004513296
0.054096475,0.0006894017,0.09116936,-0.0051904535
0.06842227,0.000809816,0.11798556,-0.0062828404
0.0960171,0.001160357,0.089963876,-0.0042168265
0.08420722,0.0016172935,0.14000918,-0.0062479945
0.100112826,0.0023739904,0.07509592,-0.004485111
0.17532587,0.0029886523,0.08034187,-0.004219861
0.16628788,0.004392698,0.20011601,-0.0031711773
0.16303715,0.004730827,0.18641742,-0.00041621577
0.26683,0.005596504,0.16686922,0.00092398276
0.32544625,0.0068226377,0.31066296,0.0019645155
0.35560998,0.0081319865,0.4097186,0.0034367538
0.38502625,0.009734254,0.45375615,0.006219558
0.41338676,0.01159581,0.485027,0.008930425
0.4411415,0.013251029,0.50831294,0.012200433
0.46742025,0.015637003,0.5289436,0.01498
0.49187997,0.016304493,0.5465124,0.017429113
0.515877,0.019740418,0.5621598,0.019661734
0.5370422,0.022409037,0.57747704,0.02163312
0.55795497,0.023347085,0.5911723,0.02271301
0.577345,0.029003771,0.6043684,0.024431728
0.596154,0.030401573,0.61730623,0.028080342
0.6135635,0.034975633,0.6306913,0.032994743
0.632723,0.03980844,0.6439223,0.038272776
0.6490557,0.044862323,0.658951,0.04383069
0.66329575,0.04760937,0.6732248,0.049805436
0.6767508,0.055995036,0.68673897,0.056107096
0.68883425,0.06254657,0.6991272,0.06370676
0.70013654,0.07274818,0.71021324,0.07286967
0.7098392,0.0722752,0.72000307,0.081873864
0.7184395,0.083960555,0.72901934,0.089717664
0.726516,0.09824208,0.7372689,0.09679034
0.735191,0.10546263,0.74510187,0.10460437
0.74059504,0.107970364,0.7538116,0.11279215
0.7453065,0.12073449,0.75977325,0.11985639
0.748127,0.12119936,0.7649474,0.12790309
0.749723,0.13233915,0.7687566,0.13372533
0.750384,0.13672283,0.7711578,0.14101753
0.75009125,0.14120424,0.7723892,0.14868826
0.748347,0.14584239,0.7724832,0.15463008
0.74500775,0.15739003,0.7715753,0.15791614
0.7411115,0.15820926,0.76813775,0.1629516
0.7353558,0.14734721,0.7641801,0.16705975
0.728948,0.15298395,0.7589403,0.16908406
0.721035,0.14988883,0.7526939,0.16969246
0.7122515,0.16153033,0.74497354,0.16943826
0.702062,0.16120857,0.7360262,0.16869852
0.69073904,0.15938705,0.72580886,0.16762984
0.67788,0.16270669,0.71432626,0.16652037
0.66413075,0.16067612,0.70168215,0.16535546
0.64960474,0.15028824,0.6884672,0.16405062
0.6336662,0.15441373,0.6745054,0.1626994
0.616735,0.14514641,0.65832543,0.15744804
0.598305,0.14568178,0.64029616,0.15171555
0.579254,0.1432046,0.6207984,0.14725952
0.5591552,0.14584087,0.60109043,0.14303651
0.537763,0.14528577,0.5813046,0.13898242
0.51526576,0.14785248,0.56079423,0.13502534
0.49113727,0.14437287,0.53908074,0.1308356
0.46492648,0.14984623,0.51716876,0.12668915
0.43788522,0.14584169,0.49442822,0.122556165
0.4100255,0.13488024,0.4711897,0.11843581
0.38187,0.11110496,0.44487098,0.1122115
0.35197476,0.105472766,0.41355672,0.097765826
0.32134077,0.102028534,0.3837445,0.08479512
0.290099,0.092963375,0.35448867,0.07503841
0.25798616,0.08714098,0.32586685,0.06588321
0.22571027,0.0823415,0.2981317,0.058624335
0.19327205,0.0715671,0.27133012,0.05399757
0.160741,0.061157305,0.24468592,0.049384207
0.12967537,0.05568983,0.21707615,0.043117087
0.1006363,0.044599418,0.18990974,0.03699525
0.0743051,0.038439404,0.1636521,0.029476155
0.0513797,0.03299545,0.13876782,0.02187224
0.03341325,0.025880199,0.11509335,0.014242699
0.022093767,0.021676544,0.089445144,0.010146446
0.016673788,0.017722618,0.0641893,0.008380809
0.011132865,0.01437424,0.04008188,0.006377899
0.0018163801,0.011758196,0.021160752,0.003716491
0.0,0.008731203,0.007023885,0.0017556746
0.0,0.007127066,-0.0001794781,0.001705508
0.0,0.0058565345,-0.004876984,0.0015877517
0.0,0.0055178,-0.0047132014,0.0015208005
0.0,0.0053365887,-0.0039942646,0.0019082079
0.0,0.0040053506,-0.0034463557,0.0013998353
0.0,0.0043080063,-0.0031275458,0.0007312999
0.0,0.0040816227,-0.0031616446,0.00038551434
0.0,0.003198297,-0.0031433161,1.2284646e-05
0.0,0.0034252424,-0.0033355036,1.1886079e-05
0.0,0.0034672807,-0.0036642104,0.00010321084
0.0,0.0029808115,-0.004012947,0.00016053945
0.0,0.0030171943,-0.0041354964,-4.210758e-05
0.0,0.0030696634,-0.0043810424,-0.00012209351
0.0,0.0029080394,-0.004726228,-9.846417e-05
0.0,0.0030710537,-0.005046186,-8.932152e-05
0.0,0.0026717456,-0.0053534047,-0.00010879844
0.0,0.002823504,-0.005643319,-0.00014912288
0.0,0.0028534879,-0.0059100618,-0.00020223398
0.0,0.0031694763,-0.006182827,-0.00026109992
0.0,0.00314891,-0.0064155147,-0.00032593217
0.0,0.0027778274,-0.006644632,-0.00038958498
0.0,0.002855944,-0.006835975,-0.0004523227
0.0,0.0028815016,-0.00728165,-0.0002903458
0.0,0.0033770725,-0.0076060668,-0.00015169322
0.0,0.0034199946,-0.007810355,-1.3919114e-05
0.0,0.003791425,-0.00793134,3.0850645e-06
0.0,0.0034138733,-0.008033177,-2.3065824e-05
0.0,0.0034886922,-0.008099301,-5.4064592e-05
0.0,0.0036895399,-0.008169069,-6.5228545e-05
0.0,0.0043115797,-0.008328319,0.00012460334
0.0,0.0042668744,-0.008857707,0.00095104874
0.0,0.0038853118,-0.009006141,0.0012547814
0.0,0.0037486015,-0.008986484,0.0011831897
0.0,0.0038982916,-0.008555754,0.0004196
0.0,0.0037019765,-0.00858863,0.00014039554
0.0,0.0036069592,-0.008577119,4.0395833e-05
0.0,0.003142733,-0.008587089,2.228543e-05
0.0,0.0033742595,-0.0085656755,3.9509225e-05
0.0,0.0027692728,-0.008176588,-0.00057366607
0.0,0.0028391958,-0.007926323,-0.0010177309
0.0,0.0026867308,-0.008011558,-0.0009379524
0.0,0.0022170502,-0.007665696,-0.0011158517
0.0,0.002245871,-0.0073894844,-0.001114656
0.0,0.0020454258,-0.007260503,-0.0009575595
0.0,0.002033454,-0.007099272,-0.0008673491
0.0,0.0019930797,-0.006669244,-0.0010027562
0.0,0.0019900252,-0.006660595,-0.00090745796
0.0,0.0017362529,-0.006550749,-0.0008164057
0.0,0.001604539,-0.006060054,-0.00095428963
0.0,0.0016066484,-0.005719836,-0.0009204846
0.0,0.0016096418,-0.0055398303,-0.0007454079
0.0,0.0015506251,-0.00534239,-0.0005700627
0.0,0.001310648,-0.0050974274,-0.00060476654
0.0,0.0012540937,-0.004408225,-0.0008998079
0.0,0.0011684885,-0.003953094,-0.00080872717
0.0,0.0014637599,-0.0035269586,-0.00063680235
0.0,0.0015086904,-0.0032847342,-0.00020343781
0.0,0.001584092,-0.0029207675,4.933106e-05
0.0,0.0019194271,-0.002542713,0.000106936226
0.0,0.0018555158,-0.0021344463,0.00032446036
0.001475085,0.0020014003,0.0030660722,0.00015580545
0.011205757,0.0019741305,0.012010237,-0.00019666624
0.01722721,0.0017929759,0.021314569,-0.0013440598
0.023097586,0.0019481734,0.042317647,-0.0035876883
0.0351239,0.0018222292,0.063994184,-0.0059593543
0.053764272,0.0017561822,0.08870476,-0.006508767
0.026051572,0.002002244,0.11337612,-0.007174944
0.02032249,0.0024141173,0.036979113,-0.0008591744
0.0293662,0.0030623823,0.01299013,0.0024177476
0.034947272,0.0042198705,0.01337679,0.00072592736
0.037977047,0.0047397055,0.01598572,-0.0012918639
0.0429751,0.0062481742,0.019779054,-0.0013631341
0.052208375,0.007496566,0.024243103,-0.0012395092
0.0684819,0.008944361,0.03372812,0.0006633727
0.09074167,0.009912945,0.052583307,0.002840424
0.115942724,0.012695735,0.07914487,0.004277641
0.13990372,0.014543562,0.10893915,0.0051385257
0.188979,0.017135657,0.13808279,0.0058320123
0.21589974,0.020056712,0.188319,0.008795904
0.2726056,0.022561232,0.2256488,0.011429905
0.45763674,0.02324571,0.2884905,0.013912425
0.52040976,0.026707467,0.49777114,0.023303002
0.54032,0.032727532,0.58822256,0.029966518
0.5605577,0.035696317,0.61529225,0.035088595
0.5804893,0.037550002,0.62740636,0.037837945
0.599028,0.04290682,0.6354224,0.039105553
0.61682403,0.047531683,0.641492,0.043514486
0.6345675,0.04988395,0.64837915,0.04812443
0.6506152,0.060795538,0.65714526,0.052347485
0.6649125,0.06598513,0.6652788,0.060196087
0.6779825,0.07387922,0.6748392,0.06809603
0.690596,0.07616722,0.6846501,0.075862855
0.7016073,0.081083305,0.69487435,0.08465251
0.7116095,0.083986714,0.7050229,0.09434148
0.72010726,0.090832144,0.7154592,0.10253662
0.727782,0.10331208,0.7248498,0.111900836
0.73416626,0.12192874,0.73362035,0.121115796
0.74005926,0.12419081,0.74041593,0.12970664
0.7440733,0.1342073,0.7466507,0.13703988
0.7465545,0.13365096,0.75114983,0.14498961
0.7485535,0.14258787,0.7548012,0.15098564
0.74903274,0.15310104,0.75722027,0.15866123
0.74850523,0.15555635,0.758496,0.16678208
0.746604,0.15555137,0.75873977,0.1731149
0.74532104,0.16420627,0.75749,0.17775854
0.7427255,0.163243,0.7558424,0.18415125
0.737927,0.16718602,0.7526361,0.18737385
0.7316478,0.18389301,0.7476243,0.18974066
0.72342026,0.19318822,0.74132717,0.19464082
0.71438575,0.190217,0.7341541,0.19700512
0.70372725,0.1810579,0.72599405,0.19777615
0.69307774,0.18303913,0.7157309,0.19756435
0.6804675,0.18670622,0.7056596,0.19645418
0.66710526,0.19719498,0.69375396,0.195977
0.65336597,0.19347297,0.68054813,0.19894862
0.6372235,0.18160343,0.66760814,0.19861832
0.620202,0.18318099,0.6519862,0.19298987
0.60266626,0.18549083,0.63457674,0.18765168
0.583056,0.17463417,0.61688703,0.18252577
0.56298774,0.18660325,0.5974209,0.17741331
0.54130954,0.16505888,0.5766247,0.17167273
0.51855075,0.17019679,0.55402225,0.16264755
0.49382678,0.16765855,0.52996665,0.15543427
0.46783674,0.16973464,0.5056963,0.14952955
0.44060928,0.16224575,0.48160753,0.1445901
0.41267926,0.15655544,0.45725697,0.14004995
0.38680598,0.13205391,0.43132636,0.13399932
0.35670877,0.12607868,0.40338564,0.11961342
0.32564852,0.12431598,0.37425297,0.10719782
0.2936455,0.1138794,0.3447769,0.09616008
0.26127398,0.103741266,0.3166854,0.08681576
0.22835144,0.098615885,0.28942776,0.0797049
0.19573833,0.09029358,0.26125336,0.072279066
0.16368595,0.07788792,0.23304044,0.064506955
0.1322427,0.070222825,0.20574741,0.05694558
0.10160785,0.061255395,0.17873582,0.049692728
0.07403488,0.05192652,0.15199077,0.042075954
0.050463676,0.04833735,0.12789042,0.034984067
0.032472804,0.03669404,0.10475839,0.028054163
0.020429036,0.03448244,0.08128451,0.020222012
0.0153708225,0.03020832,0.05900431,0.013376568
0.009980381,0.02380108,0.040594902,0.009138103
0.00165792,0.020970909,0.023412986,0.0067567653
0.0,0.016277313,0.010821803,0.006308235
0.0,0.0147045,0.0033587867,0.008542924
0.0,0.011822317,-0.0024429187,0.010887878
0.0,0.011900181,-0.0035418472,0.010986068
0.0,0.011435926,-0.0037708033,0.0101146335
0.0,0.009939618,-0.0039944635,0.009664691
0.0,0.009686534,-0.0041686017,0.008661408
0.0,0.008467213,-0.0044930866,0.007596392
0.0,0.0077197566,-0.004903514,0.00609723
0.0,0.007134199,-0.0053324,0.0046042954
0.0,0.006290849,-0.005384883,0.0041333395
0.0,0.0054000434,-0.0054333056,0.0033656582
0.0,0.0052044117,-0.005724455,0.002917921
0.0,0.004945249,-0.0058541326,0.002177371
0.0,0.0042233,-0.006135429,0.0017322039
0.0,0.004267807,-0.006182237,0.0010017359
0.0,0.0041488074,-0.0063948766,0.0005634258
0.0,0.0035852336,-0.0066863494,0.00030390162
0.0,0.002925755,-0.0066658165,-0.00047592766
0.0,0.0030318012,-0.006832194,-0.00084964134
0.0,0.002602038,-0.006687622,-0.0015206332
0.0,0.0024566054,-0.0068234024,-0.0014595793
0.0,0.0021670402,-0.0067095207,-0.001603706
0.0,0.0017643577,-0.0068177464,-0.0015330215
0.0,0.0016232105,-0.006666444,-0.0016741955
0.0,0.0015481673,-0.006717176,-0.0016207998
0.0,0.0014332717,-0.0065366547,-0.0017777376
0.0,0.0016643286,-0.006634661,-0.0016596967
0.0,0.001543878,-0.006787211,-0.0015446612
0.0,0.0015964094,-0.0069161374,-0.0014803373
0.0,0.0011991825,-0.006942941,-0.0015209302
0.0,0.0012021395,-0.0066275084,-0.0017831468
0.0,0.0012646815,-0.0066297124,-0.0017310198
0.0,0.0014088142,-0.006672212,-0.0016483781
0.0,0.0011371563,-0.006687436,-0.0015806705
0.0,0.0010018225,-0.00640568,-0.0017836266
0.0,0.0009790045,-0.006210245,-0.0018392958
0.0,0.0010082333,-0.0061756247,-0.0017493417
0.0,0.00092488574,-0.0061578243,-0.0016556337
0.0,0.0009448834,-0.006118268,-0.0015797269
0.0,0.00078191335,-0.0060013,-0.0015921313
0.0,0.00077640236,-0.0055659073,-0.0018419639
0.0,0.00073700177,-0.0054278295,-0.0017685054
0.0,0.00072773726,-0.005332599,-0.0016460966
0.0,0.00073748216,-0.0052608685,-0.0015347865
0.0,0.0007069897,-0.0051396787,-0.0014418552
0.0,0.00085304835,-0.0050374754,-0.0013635693
0.0,0.00080554653,-0.004888886,-0.0012823064
0.0,0.00067646004,-0.0047646724,-0.0012072212
0.0,0.0007109311,-0.004591198,-0.0011377322
0.0,0.00071641395,-0.004442994,-0.0010701547
0.0,0.00062981376,-0.0042357626,-0.0010033337
0.0,0.00070461,-0.004034473,-0.0009244947
0.0,0.0007440981,-0.0038612657,-0.0008265366
0.0,0.00073141465,-0.003624536,-0.00072593905
0.0,0.0008877939,-0.0033738618,-0.0006336098
0.0,0.0007806953,-0.0030487373,-0.0005383278
0.0,0.00086617353,-0.0025431414,-0.00040024464
0.0,0.00094428204,-0.0022293045,1.0804253e-05
0.0,0.00097248366,-0.0017237522,0.0002685593
0.0,0.00095003523,-0.0010327178,0.00039261536
0.0014094501,0.000892022,0.0045093414,0.0004553531
0.010512493,0.0008506828,0.0142006995,-9.478758e-05
0.0163285,0.00087618857,0.026958123,-0.0010936701
0.021609508,0.0009860185,0.049960323,-0.0030824393
0.03365925,0.00092464534,0.07143168,-0.005189457
0.052314628,0.00092266727,0.09710546,-0.0056648054
0.0759285,0.0010441038,0.12403267,-0.0066102147
0.103429176,0.0012168643,0.15453403,-0.007935321
0.13462538,0.0018442245,0.1880704,-0.00718989
0.1665522,0.0021810418,0.2223331,-0.005792851
0.19926122,0.0028929897,0.25854388,-0.003937972
0.23243694,0.0033468793,0.29376322,-0.0019750649
0.2660785,0.0042692046,0.32729775,-0.00028910537
0.2992515,0.0057172743,0.36118105,0.0013338075
0.33103573,0.0064513776,0.39386293,0.0034413252
0.362528,0.008842276,0.42481145,0.0050189923
0.39304826,0.009750861,0.4566458,0.0068838554
0.42213675,0.011482869,0.4859008,0.009955361
0.450674,0.014025768,0.510416,0.013048649
0.47783378,0.017794209,0.5322218,0.016614923
0.503197,0.020902408,0.55116236,0.019430727
0.52760476,0.021624813,0.5680122,0.021862417
0.5498747,0.026104564,0.58408064,0.023894753
0.5707133,0.029967347,0.59875226,0.025944177
0.5910088,0.032918796,0.6128562,0.03008085
0.6102445,0.037208304,0.62674516,0.036011703
0.6280218,0.043472268,0.6404015,0.041681517
0.64516425,0.049062233,0.6540811,0.04740393
0.660547,0.05591741,0.6683219,0.052572828
0.6750335,0.059802342,0.68198615,0.057516135
0.688636,0.07110601,0.69427305,0.06450979
0.7008995,0.07897878,0.7062464,0.07318842
0.712359,0.08632209,0.71628124,0.08196078
0.722536,0.09025936,0.7256247,0.090696625
0.731666,0.10402741,0.73477304,0.097404025
0.7394835,0.110149264,0.74315774,0.1051936
0.7454367,0.117567964,0.75150275,0.113305636
0.7509465,0.1180563,0.758043,0.12143563
0.75524324,0.12098706,0.7635034,0.12784283
0.7582885,0.121932,0.7680643,0.1317462
0.7600338,0.1295304,0.7711614,0.13753814
0.7608227,0.13092898,0.77320814,0.1424495
