True Solar,True Wind,Predicted Mean Solar,Predicted Mean Wind,Predicted Std. Dev. Solar,Predicted Std. Dev. Wind
0.0,0.002855944,-0.015451494,0.0064598685,0.05288747,0.024311233
0.0,0.0028815016,-0.0155979805,0.006544183,0.052867588,0.024362871
0.0,0.0033770725,-0.015681073,0.006636739,0.052844163,0.02441893
0.0,0.0034199946,-0.015744394,0.006701737,0.052820973,0.024452683
0.0,0.003791425,-0.015806094,0.0067455294,0.05280622,0.024478126
0.0,0.0034138733,-0.015885197,0.0067737186,0.052799247,0.024498537
0.0,0.0034886922,-0.01595677,0.0067921304,0.052795473,0.024514211
0.0,0.0036895399,-0.016012002,0.006806009,0.05279211,0.02452604
0.0,0.0043115797,-0.016053926,0.0068401922,0.052782957,0.024544824
0.0,0.0042668744,-0.016099101,0.0069671585,0.05275507,0.024598273
0.0,0.0038853118,-0.016037637,0.007060751,0.052726142,0.024642596
0.0,0.0037486015,-0.015962182,0.0070942775,0.05270814,0.024653101
0.0,0.0038982916,-0.015867945,0.007003158,0.052713014,0.024600847
0.0,0.0037019765,-0.016045485,0.0069368244,0.052739445,0.024576303
0.0,0.0036069592,-0.016138652,0.006902803,0.052753616,0.024568673
0.0,0.003142733,-0.016089607,0.0068957005,0.052746467,0.02456093
0.0,0.0033742595,-0.015950013,0.0069027687,0.05272734,0.024550462
0.0,0.0027692728,-0.015740672,0.006833344,0.05271879,0.024501009
0.0,0.0028391958,-0.015565514,0.006762711,0.05271108,0.024451345
0.0,0.0026867308,-0.015749818,0.006713929,0.052736152,0.024437586
0.0,0.0022170502,-0.015773784,0.0066213165,0.05275398,0.024400527
0.0,0.002245871,-0.015623391,0.006554502,0.05274462,0.024354614
0.0,0.0020454258,-0.015392907,0.0065269065,0.052723818,0.024320012
0.0,0.002033454,-0.015103379,0.006502499,0.052699316,0.024282727
0.0,0.0019930797,-0.014767367,0.006423554,0.05270675,0.02421909
0.0,0.0019900252,-0.014853564,0.0063716606,0.052711144,0.024190705
0.0,0.0017362529,-0.01481585,0.0063515967,0.052707575,0.024173694
0.0,0.001604539,-0.014507997,0.0063008494,0.052723292,0.024132239
0.0,0.0016066484,-0.014162277,0.0062600947,0.05274038,0.024086686
0.0,0.0016096418,-0.013811167,0.006245501,0.052751996,0.024043035
0.0,0.0015506251,-0.013437263,0.006243878,0.052762646,0.024001896
0.0,0.001310648,-0.013471412,0.0062238527,0.052752852,0.023986762
0.0,0.0012540937,-0.013345342,0.0061637466,0.05277842,0.023958495
0.0,0.0011684885,-0.013039895,0.0061369194,0.05279225,0.023925938
0.0,0.0014637599,-0.012598522,0.0061301286,0.052818507,0.023890479
0.0,0.0015086904,-0.012085611,0.006182664,0.052824825,0.02385747
0.0,0.001584092,-0.011479968,0.0062418347,0.052842606,0.023824638
0.0,0.0019194271,-0.011298354,0.0062820995,0.0528628,0.023812907
0.0,0.0018555158,-0.010939788,0.006374715,0.052899983,0.023814319
0.001475085,0.0020014003,-0.007923573,0.006425737,0.05307987,0.02364322
0.011205757,0.0019741305,-0.0018135146,0.0064738174,0.053532194,0.023280803
0.01722721,0.0017929759,0.0075898124,0.0066124815,0.05507939,0.02295087
0.023097586,0.0019481734,0.023565125,0.0069929324,0.059313644,0.023150265
0.0351239,0.0018222292,0.043519057,0.007300684,0.065458536,0.023644645
